,settlement_date,settlement_period,period_hour,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,is_holiday,item_id
0,2021-01-01 00:00:00,1,0:00:00,28354,28969,26130.0,1018,6527,0,13080,0,14,2003,-1,0,215,203,999,1,UK
1,2021-01-01 00:30:00,2,0:30:00,28501,29114,26281.0,1026,6527,0,13080,0,12,2004,-1,0,359,203,999,1,UK
2,2021-01-01 01:00:00,3,1:00:00,27759,28376,25557.0,1039,6527,0,13080,0,16,2004,-1,0,362,202,999,1,UK
3,2021-01-01 01:30:00,4,1:30:00,26912,27749,24792.0,1052,6527,0,13080,0,236,2004,-1,0,361,203,1000,1,UK
4,2021-01-01 02:00:00,5,2:00:00,26004,27178,23933.0,1076,6527,0,13080,0,573,2004,-1,0,304,203,1000,1,UK
5,2021-01-01 02:30:00,6,2:30:00,25361,26798,23284.0,1099,6527,0,13080,0,836,2003,-1,0,319,202,999,1,UK
6,2021-01-01 03:00:00,7,3:00:00,24739,26442,22666.0,1119,6527,0,13080,0,1102,1812,-1,0,235,202,906,1,UK
7,2021-01-01 03:30:00,8,3:30:00,24189,25901,22162.0,1139,6527,0,13080,0,1111,1805,-1,0,220,203,903,1,UK
8,2021-01-01 04:00:00,9,4:00:00,23770,25539,21797.0,1163,6527,0,13080,0,1168,1806,-1,0,185,203,903,1,UK
9,2021-01-01 04:30:00,10,4:30:00,23433,25196,21512.0,1186,6527,0,13080,0,1162,1806,-1,0,152,202,903,1,UK
10,2021-01-01 05:00:00,11,5:00:00,23418,25161,21527.0,1197,6527,0,13080,0,1142,1805,-1,0,169,203,903,1,UK
11,2021-01-01 05:30:00,12,5:30:00,23371,25048,21483.0,1208,6527,0,13080,0,1076,1806,-1,0,192,203,903,1,UK
12,2021-01-01 06:00:00,13,6:00:00,24055,25601,22125.0,1202,6527,0,13080,0,945,1901,-1,0,172,203,950,1,UK
13,2021-01-01 06:30:00,14,6:30:00,24462,25964,22485.0,1195,6527,0,13080,0,901,1905,-1,0,167,202,952,1,UK
14,2021-01-01 07:00:00,15,7:00:00,25048,25728,23054.0,1200,6527,0,13080,0,79,1905,-1,0,37,203,952,1,UK
15,2021-01-01 07:30:00,16,7:30:00,25259,25876,23237.0,1205,6527,0,13080,0,16,1904,-1,0,50,202,952,1,UK
16,2021-01-01 08:00:00,17,8:00:00,25852,26469,23791.0,1209,6527,2,13080,0,16,2002,-1,0,152,203,814,1,UK
17,2021-01-01 08:30:00,18,8:30:00,26729,27345,24643.0,1212,6527,43,13080,0,15,2004,-1,0,158,147,809,1,UK
18,2021-01-01 09:00:00,19,9:00:00,28128,28739,25916.0,1207,6527,198,13080,0,10,2004,-1,0,301,118,993,1,UK
19,2021-01-01 09:30:00,20,9:30:00,29488,30098,27137.0,1202,6527,344,13080,0,9,2004,-1,0,364,28,1000,1,UK
20,2021-01-01 10:00:00,21,10:00:00,30730,31340,28257.0,1193,6527,514,13080,0,9,2004,-1,0,401,81,999,1,UK
21,2021-01-01 10:30:00,22,10:30:00,31720,32331,29088.0,1183,6527,714,13080,0,10,2004,-1,0,401,61,999,1,UK
22,2021-01-01 11:00:00,23,11:00:00,32729,33339,29983.0,1201,6527,932,13080,0,9,2004,-1,0,401,133,971,1,UK
23,2021-01-01 11:30:00,24,11:30:00,33388,33998,30545.0,1219,6527,1060,13080,0,9,2004,-1,0,401,194,969,1,UK
24,2021-01-01 12:00:00,25,12:00:00,34221,34831,31311.0,1229,6527,1080,13080,0,9,2004,-1,0,401,217,998,1,UK
25,2021-01-01 12:30:00,26,12:30:00,34725,35335,31754.0,1239,6527,1120,13080,0,9,2004,-1,0,401,156,999,1,UK
26,2021-01-01 13:00:00,27,13:00:00,34973,35579,32008.0,1222,6527,1060,13080,0,5,2004,-1,0,401,144,999,1,UK
27,2021-01-01 13:30:00,28,13:30:00,34914,35520,31969.0,1204,6527,974,13080,0,5,2004,-1,0,401,137,1000,1,UK
28,2021-01-01 14:00:00,29,14:00:00,35016,35623,32095.0,1190,6527,771,13080,0,6,2004,-1,0,401,90,1000,1,UK
29,2021-01-01 14:30:00,30,14:30:00,35090,35700,32134.0,1175,6527,467,13080,0,9,2004,-1,0,401,93,1000,1,UK
30,2021-01-01 15:00:00,31,15:00:00,35394,36006,32315.0,1159,6527,177,13080,0,11,2004,-1,0,401,6,999,1,UK
31,2021-01-01 15:30:00,32,15:30:00,36087,36701,32914.0,1143,6527,37,13080,0,13,2004,-1,0,397,0,999,1,UK
32,2021-01-01 16:00:00,33,16:00:00,37497,38108,34107.0,1147,6527,2,13080,0,10,2004,-1,0,303,0,1019,1,UK
33,2021-01-01 16:30:00,34,16:30:00,39431,40039,35786.0,1150,6527,0,13080,0,7,2004,-1,0,312,0,1020,1,UK
34,2021-01-01 17:00:00,35,17:00:00,39916,40525,36198.0,1144,6527,0,13080,0,8,2004,-1,0,185,0,1020,1,UK
35,2021-01-01 17:30:00,36,17:30:00,39653,40263,36037.0,1137,6527,0,13080,0,9,2004,-1,0,154,14,1019,1,UK
36,2021-01-01 18:00:00,37,18:00:00,38816,39426,35341.0,1132,6527,0,13080,0,9,2004,-1,0,34,0,1019,1,UK
37,2021-01-01 18:30:00,38,18:30:00,37566,38205,34197.0,1126,6527,0,13080,0,9,2004,-1,0,-29,0,1020,1,UK
38,2021-01-01 19:00:00,39,19:00:00,36293,36907,33098.0,1109,6527,0,13080,0,13,2003,-1,0,83,0,1020,1,UK
39,2021-01-01 19:30:00,40,19:30:00,35041,35653,31960.0,1091,6527,0,13080,0,11,2003,-1,0,149,0,1020,1,UK
40,2021-01-01 20:00:00,41,20:00:00,33993,34604,30948.0,1069,6527,0,13080,0,10,2004,-1,0,168,11,1020,1,UK
41,2021-01-01 20:30:00,42,20:30:00,32907,33518,30085.0,1047,6527,0,13080,0,10,2003,-1,0,85,107,1019,1,UK
42,2021-01-01 21:00:00,43,21:00:00,31743,32422,29026.0,1025,6527,0,13080,0,9,2003,-1,0,-69,19,1000,1,UK
43,2021-01-01 21:30:00,44,21:30:00,30641,31278,28031.0,1002,6527,0,13080,0,9,2002,-1,0,-27,0,1000,1,UK
44,2021-01-01 22:00:00,45,22:00:00,29547,30159,27000.0,991,6527,0,13080,0,11,2004,-1,0,27,0,1000,1,UK
45,2021-01-01 22:30:00,46,22:30:00,28426,29037,25866.0,980,6527,0,13080,0,10,2004,-1,0,126,0,1000,1,UK
46,2021-01-01 23:00:00,47,23:00:00,26737,27344,24265.0,957,6527,0,13080,0,6,2003,-1,0,185,0,999,1,UK
47,2021-01-01 23:30:00,48,23:30:00,25743,26350,23358.0,934,6527,0,13080,0,6,2003,-1,0,58,0,1000,1,UK
48,2021-01-02 00:00:00,1,0:00:00,25606,26213,23242.0,922,6527,0,13080,0,6,2003,-1,0,17,0,999,0,UK
49,2021-01-02 00:30:00,2,0:30:00,25970,26577,23572.0,909,6527,0,13080,0,6,2003,-1,0,86,0,1000,0,UK
50,2021-01-02 01:00:00,3,1:00:00,25580,26194,23254.0,915,6527,0,13080,0,13,1907,-1,0,46,0,952,0,UK
51,2021-01-02 01:30:00,4,1:30:00,25064,25889,22820.0,920,6527,0,13080,0,224,1904,-1,0,64,0,951,0,UK
52,2021-01-02 02:00:00,5,2:00:00,24605,25749,22427.0,924,6527,0,13080,0,543,1903,-1,0,17,0,951,0,UK
53,2021-01-02 02:30:00,6,2:30:00,24154,25316,21980.0,928,6527,0,13080,0,561,1903,-1,0,17,0,951,0,UK
54,2021-01-02 03:00:00,7,3:00:00,23841,25248,21651.0,937,6527,0,13080,0,806,1903,-1,0,17,0,951,0,UK
55,2021-01-02 03:30:00,8,3:30:00,23471,24963,21264.0,945,6527,0,13080,0,875,1904,-1,0,-16,0,951,0,UK
56,2021-01-02 04:00:00,9,4:00:00,23148,24911,20983.0,949,6527,0,13080,0,1141,1904,-1,0,-21,0,878,0,UK
57,2021-01-02 04:30:00,10,4:30:00,22965,24780,20829.0,953,6527,0,13080,0,1150,1904,-1,0,-64,0,876,0,UK
58,2021-01-02 05:00:00,11,5:00:00,23297,25080,21161.0,942,6527,0,13080,0,1154,1904,-1,0,-28,0,949,0,UK
59,2021-01-02 05:30:00,12,5:30:00,23555,25325,21422.0,931,6527,0,13080,0,1142,1904,-1,0,-27,0,952,0,UK
60,2021-01-02 06:00:00,13,6:00:00,24601,26115,22421.0,914,6527,0,13080,0,804,1903,-1,0,-109,0,952,0,UK
61,2021-01-02 06:30:00,14,6:30:00,25369,26496,23147.0,897,6527,0,13080,0,499,1904,-1,0,-27,0,952,0,UK
62,2021-01-02 07:00:00,15,7:00:00,26379,27150,24067.0,882,6527,0,13080,0,66,2000,-1,0,-104,0,998,0,UK
63,2021-01-02 07:30:00,16,7:30:00,26948,27660,24600.0,866,6527,0,13080,0,15,2003,-1,0,-96,0,1000,0,UK
64,2021-01-02 08:00:00,17,8:00:00,28152,28783,25736.0,850,6527,5,13080,0,13,2003,-1,0,-17,0,999,0,UK
65,2021-01-02 08:30:00,18,8:30:00,29540,30149,27025.0,834,6527,230,13080,0,8,2003,-1,0,22,0,999,0,UK
66,2021-01-02 09:00:00,19,9:00:00,30886,31509,28249.0,804,6527,808,13080,0,8,2003,-1,0,-14,0,999,0,UK
67,2021-01-02 09:30:00,20,9:30:00,31826,32489,29049.0,774,6527,1300,13080,0,5,2003,-2,0,-56,0,1000,0,UK
68,2021-01-02 10:00:00,21,10:00:00,32458,33270,29570.0,774,6527,1750,13080,0,6,2004,-2,0,-204,0,999,0,UK
69,2021-01-02 10:30:00,22,10:30:00,32935,33775,29962.0,773,6527,1800,13080,0,7,2004,-1,0,-232,0,999,0,UK
70,2021-01-02 11:00:00,23,11:00:00,33257,34032,30224.0,786,6527,2080,13080,0,6,2004,-1,0,-168,0,715,0,UK
71,2021-01-02 11:30:00,24,11:30:00,33929,34539,30818.0,799,6527,2230,13080,0,5,2004,-1,0,-4,0,704,0,UK
72,2021-01-02 12:00:00,25,12:00:00,34605,35214,31453.0,835,6527,2300,13080,0,8,2004,-1,0,96,0,988,0,UK
73,2021-01-02 12:30:00,26,12:30:00,34974,35584,31845.0,871,6527,2180,13080,0,9,2004,-1,0,97,0,1000,0,UK
74,2021-01-02 13:00:00,27,13:00:00,35486,36097,32374.0,884,6527,1820,13080,0,10,2004,-1,0,216,0,999,0,UK
75,2021-01-02 13:30:00,28,13:30:00,35457,36069,32391.0,897,6527,1160,13080,0,11,2004,-1,0,129,0,999,0,UK
76,2021-01-02 14:00:00,29,14:00:00,35692,36304,32718.0,935,6527,725,13080,0,11,2004,-1,0,163,0,999,0,UK
77,2021-01-02 14:30:00,30,14:30:00,36057,36670,33030.0,972,6527,493,13080,0,11,2004,-2,0,109,0,998,0,UK
78,2021-01-02 15:00:00,31,15:00:00,36588,37200,33541.0,974,6527,215,13080,0,10,2004,-2,0,19,0,658,0,UK
79,2021-01-02 15:30:00,32,15:30:00,37096,37732,34044.0,976,6527,35,13080,0,15,2004,-1,0,-20,0,646,0,UK
80,2021-01-02 16:00:00,33,16:00:00,38652,39348,35404.0,1009,6527,1,13080,0,18,2004,-2,0,-76,0,1005,0,UK
81,2021-01-02 16:30:00,34,16:30:00,40745,41356,37261.0,1042,6527,0,13080,0,10,2004,-1,0,19,0,1020,0,UK
82,2021-01-02 17:00:00,35,17:00:00,41530,42224,37965.0,1068,6527,2,13080,0,6,2004,-2,0,-86,0,1020,0,UK
83,2021-01-02 17:30:00,36,17:30:00,41549,42354,38005.0,1094,6527,0,13080,0,6,2004,-2,0,-197,0,1020,0,UK
84,2021-01-02 18:00:00,37,18:00:00,40687,41445,37293.0,1144,6527,0,13080,0,9,2004,-2,0,-147,0,1020,0,UK
85,2021-01-02 18:30:00,38,18:30:00,39777,40598,36480.0,1193,6527,0,13080,0,10,2003,-2,0,-209,0,1019,0,UK
86,2021-01-02 19:00:00,39,19:00:00,38809,39505,35627.0,1172,6527,0,13080,0,9,2003,-1,0,-86,0,1020,0,UK
87,2021-01-02 19:30:00,40,19:30:00,37246,37892,34197.0,1150,6527,0,13080,0,10,2003,-2,0,-34,0,1020,0,UK
88,2021-01-02 20:00:00,41,20:00:00,36128,36801,33119.0,1162,6527,0,13080,0,8,2003,-2,0,-63,0,1020,0,UK
89,2021-01-02 20:30:00,42,20:30:00,34813,35486,31926.0,1174,6527,0,13080,0,7,2003,-1,0,-65,0,1019,0,UK
90,2021-01-02 21:00:00,43,21:00:00,33609,34428,30844.0,1170,6527,0,13080,0,11,2003,-1,0,-207,0,1000,0,UK
91,2021-01-02 21:30:00,44,21:30:00,32246,33008,29598.0,1165,6527,0,13080,0,12,2003,-2,0,-148,0,1000,0,UK
92,2021-01-02 22:00:00,45,22:00:00,30742,31426,28201.0,1169,6527,0,13080,0,6,2003,-2,0,-76,0,999,0,UK
93,2021-01-02 22:30:00,46,22:30:00,29342,30019,26852.0,1173,6527,0,13080,0,5,2003,-2,0,-70,0,1000,0,UK
94,2021-01-02 23:00:00,47,23:00:00,27729,28432,25310.0,1172,6527,0,13080,0,5,2003,-1,0,-97,0,999,0,UK
95,2021-01-02 23:30:00,48,23:30:00,26871,27535,24592.0,1171,6527,0,13080,0,5,2003,-1,0,-58,0,1000,0,UK
96,2021-01-03 00:00:00,1,0:00:00,26499,27106,24296.0,1179,6527,0,13080,0,5,2003,-2,0,82,0,999,0,UK
97,2021-01-03 00:30:00,2,0:30:00,26615,27221,24494.0,1186,6527,0,13080,0,5,2003,-1,0,169,0,1000,0,UK
98,2021-01-03 01:00:00,3,1:00:00,26278,26884,24230.0,1192,6527,0,13080,0,5,1907,-1,0,277,0,954,0,UK
99,2021-01-03 01:30:00,4,1:30:00,25585,26192,23606.0,1198,6527,0,13080,0,5,1903,-2,0,249,0,952,0,UK
100,2021-01-03 02:00:00,5,2:00:00,25055,25666,23079.0,1210,6527,0,13080,0,10,1903,-1,0,224,0,952,0,UK
101,2021-01-03 02:30:00,6,2:30:00,24657,25452,22613.0,1222,6527,0,13080,0,194,1904,-1,0,260,0,952,0,UK
102,2021-01-03 03:00:00,7,3:00:00,24211,25383,22067.0,1200,6527,0,13080,0,571,1903,-1,0,269,0,951,0,UK
103,2021-01-03 03:30:00,8,3:30:00,23563,24810,21427.0,1177,6527,0,13080,0,646,1903,-1,0,124,0,952,0,UK
104,2021-01-03 04:00:00,9,4:00:00,23181,24916,21087.0,1168,6527,0,13080,0,1134,1807,-1,0,20,0,905,0,UK
105,2021-01-03 04:30:00,10,4:30:00,22910,24680,20846.0,1159,6527,0,13080,0,1155,1804,-1,0,-14,0,903,0,UK
106,2021-01-03 05:00:00,11,5:00:00,22983,24817,20905.0,1159,6527,0,13080,0,1196,1805,-1,0,-37,0,807,0,UK
107,2021-01-03 05:30:00,12,5:30:00,23000,24917,20914.0,1158,6527,0,13080,0,1226,1805,-1,0,-90,0,804,0,UK
108,2021-01-03 06:00:00,13,6:00:00,23846,25481,21727.0,1155,6527,0,13080,0,1014,1900,-1,0,-20,0,946,0,UK
109,2021-01-03 06:30:00,14,6:30:00,24316,25898,22205.0,1152,6527,0,13080,0,907,1901,-1,0,-74,0,952,0,UK
110,2021-01-03 07:00:00,15,7:00:00,25253,26438,23033.0,1129,6527,0,13080,0,380,1473,-1,0,-204,0,968,0,UK
111,2021-01-03 07:30:00,16,7:30:00,25727,26797,23471.0,1106,6527,0,13080,0,370,1459,-1,0,-99,0,969,0,UK
112,2021-01-03 08:00:00,17,8:00:00,26766,27511,24421.0,1105,6527,3,13080,0,144,1978,-1,0,43,0,998,0,UK
113,2021-01-03 08:30:00,18,8:30:00,28350,28959,25928.0,1104,6527,72,13080,0,8,2003,-1,0,184,0,999,0,UK
114,2021-01-03 09:00:00,19,9:00:00,30028,30635,27471.0,1068,6527,396,13080,0,6,2003,-1,0,145,0,953,0,UK
115,2021-01-03 09:30:00,20,9:30:00,31485,32096,28775.0,1032,6527,856,13080,0,10,2003,-1,0,94,0,951,0,UK
116,2021-01-03 10:00:00,21,10:00:00,32725,33372,29863.0,1042,6527,1240,13080,0,10,2003,-1,0,-36,0,951,0,UK
117,2021-01-03 10:30:00,22,10:30:00,33454,34136,30457.0,1051,6527,1650,13080,0,8,2003,-1,0,-73,0,950,0,UK
118,2021-01-03 11:00:00,23,11:00:00,34104,34915,31010.0,1050,6527,1800,13080,0,10,2004,-1,0,-200,0,922,0,UK
119,2021-01-03 11:30:00,24,11:30:00,34534,35444,31353.0,1049,6527,1700,13080,0,10,2004,-1,0,-299,0,920,0,UK
120,2021-01-03 12:00:00,25,12:00:00,35113,35928,31883.0,1104,6527,2050,13080,0,10,2003,-1,0,-187,-17,984,0,UK
121,2021-01-03 12:30:00,26,12:30:00,35593,36387,32307.0,1158,6527,2000,13080,0,11,2003,-1,0,-182,10,987,0,UK
122,2021-01-03 13:00:00,27,13:00:00,35630,36447,32340.0,1185,6527,1940,13080,0,12,2003,-1,0,-204,0,999,0,UK
123,2021-01-03 13:30:00,28,13:30:00,35793,36629,32503.0,1211,6527,1510,13080,0,12,2003,-1,0,-223,0,1000,0,UK
124,2021-01-03 14:00:00,29,14:00:00,36102,36954,32781.0,1237,6527,1120,13080,0,11,2003,-1,0,-241,0,971,0,UK
125,2021-01-03 14:30:00,30,14:30:00,36453,37444,33151.0,1262,6527,658,13080,0,11,2003,-1,0,-379,0,970,0,UK
126,2021-01-03 15:00:00,31,15:00:00,37349,38383,34009.0,1249,6527,289,13080,0,11,2004,-1,0,-390,-32,971,0,UK
127,2021-01-03 15:30:00,32,15:30:00,38256,39171,34854.0,1236,6527,73,13080,0,13,2003,-1,0,-239,-62,971,0,UK
128,2021-01-03 16:00:00,33,16:00:00,40210,40952,36600.0,1287,6527,4,13080,0,7,2003,-1,0,-92,-42,1018,0,UK
129,2021-01-03 16:30:00,34,16:30:00,42031,42641,38174.0,1337,6527,0,13080,0,9,2003,-1,0,50,0,1020,0,UK
130,2021-01-03 17:00:00,35,17:00:00,42634,43292,38703.0,1386,6527,0,13080,0,9,2003,-1,0,-48,0,1020,0,UK
131,2021-01-03 17:30:00,36,17:30:00,42416,43148,38546.0,1435,6527,0,13080,0,9,2003,-1,0,-122,0,1020,0,UK
132,2021-01-03 18:00:00,37,18:00:00,41516,42362,37798.0,1480,6527,0,13080,0,9,2003,-1,0,-236,0,1020,0,UK
133,2021-01-03 18:30:00,38,18:30:00,40103,41062,36493.0,1525,6527,0,13080,0,9,2003,-1,0,-349,0,1019,0,UK
134,2021-01-03 19:00:00,39,19:00:00,38512,39394,35016.0,1541,6527,0,13080,0,16,2003,-1,0,-265,0,1020,0,UK
135,2021-01-03 19:30:00,40,19:30:00,36943,37883,33593.0,1557,6527,0,13080,0,17,2003,-2,0,-321,0,1020,0,UK
136,2021-01-03 20:00:00,41,20:00:00,35860,36686,32597.0,1541,6527,0,13080,0,10,1994,-1,0,-215,0,1019,0,UK
137,2021-01-03 20:30:00,42,20:30:00,34350,35202,31263.0,1525,6527,0,13080,0,12,1993,-2,0,-238,0,1020,0,UK
138,2021-01-03 21:00:00,43,21:00:00,32941,33733,29948.0,1513,6527,0,13080,0,10,2001,-1,0,-181,0,1000,0,UK
139,2021-01-03 21:30:00,44,21:30:00,31491,32316,28632.0,1501,6527,0,13080,0,9,1998,-1,0,-215,0,1000,0,UK
140,2021-01-03 22:00:00,45,22:00:00,30063,30963,27310.0,1493,6527,0,13080,0,12,1522,-1,0,-287,0,904,0,UK
141,2021-01-03 22:30:00,46,22:30:00,28472,29427,25730.0,1485,6527,0,13080,0,13,1501,-2,0,-340,0,901,0,UK
142,2021-01-03 23:00:00,47,23:00:00,26951,27874,24353.0,1436,6527,0,13080,0,22,1603,-1,0,-300,60,808,0,UK
143,2021-01-03 23:30:00,48,23:30:00,25767,26807,23289.0,1387,6527,0,13080,0,288,1606,-1,0,-151,25,805,0,UK
144,2021-01-04 00:00:00,1,0:00:00,25540,26621,23137.0,1417,6527,0,13080,0,480,1606,-1,0,19,0,805,0,UK
145,2021-01-04 00:30:00,2,0:30:00,26153,26802,23770.0,1447,6527,0,13080,0,48,1606,-1,0,149,0,804,0,UK
146,2021-01-04 01:00:00,3,1:00:00,25980,26880,23582.0,1454,6527,0,13080,0,298,1607,-2,0,188,0,805,0,UK
147,2021-01-04 01:30:00,4,1:30:00,25371,26544,23039.0,1460,6527,0,13080,0,572,1606,-1,0,231,0,805,0,UK
148,2021-01-04 02:00:00,5,2:00:00,24748,26112,22454.0,1494,6527,0,13080,0,763,1606,-1,0,133,0,804,0,UK
149,2021-01-04 02:30:00,6,2:30:00,24467,26095,22163.0,1528,6527,0,13080,0,1026,1606,-2,0,97,17,805,0,UK
150,2021-01-04 03:00:00,7,3:00:00,24240,25924,21940.0,1525,6527,0,13080,0,1035,1601,-1,0,-48,0,822,0,UK
151,2021-01-04 03:30:00,8,3:30:00,23904,25760,21599.0,1522,6527,0,13080,0,1155,1600,-1,0,-100,0,823,0,UK
152,2021-01-04 04:00:00,9,4:00:00,23753,25363,21512.0,1562,6527,0,13080,0,909,1505,-1,0,-100,0,823,0,UK
153,2021-01-04 04:30:00,10,4:30:00,23838,25683,21626.0,1602,6527,0,13080,0,1158,1501,-1,0,-52,-34,823,0,UK
154,2021-01-04 05:00:00,11,5:00:00,24419,26246,22190.0,1621,6527,0,13080,0,1226,1366,-1,0,83,1,806,0,UK
155,2021-01-04 05:30:00,12,5:30:00,25418,27087,23143.0,1639,6527,0,13080,0,1068,1360,-1,0,151,0,805,0,UK
156,2021-01-04 06:00:00,13,6:00:00,27777,28738,25390.0,1646,6527,0,13080,0,360,1326,-1,0,135,0,861,0,UK
157,2021-01-04 06:30:00,14,6:30:00,29924,30794,27445.0,1652,6527,0,13080,0,269,1274,-1,0,108,0,863,0,UK
158,2021-01-04 07:00:00,15,7:00:00,32402,33104,29816.0,1680,6527,0,13080,0,102,106,-1,1,54,0,863,0,UK
159,2021-01-04 07:30:00,16,7:30:00,34266,34937,31592.0,1708,6527,0,13080,0,13,10,-1,0,-58,0,863,0,UK
160,2021-01-04 08:00:00,17,8:00:00,36353,37024,33572.0,1718,6527,1,13080,0,13,7,-1,0,-57,0,794,0,UK
161,2021-01-04 08:30:00,18,8:30:00,37798,38465,34923.0,1727,6527,70,13080,0,10,11,-1,0,-56,0,792,0,UK
162,2021-01-04 09:00:00,19,9:00:00,39002,39872,36005.0,1729,6527,230,13080,0,10,541,-2,0,-204,-54,769,0,UK
163,2021-01-04 09:30:00,20,9:30:00,39563,40469,36454.0,1731,6527,430,13080,0,11,565,-1,0,-284,-10,769,0,UK
164,2021-01-04 10:00:00,21,10:00:00,39768,40755,36586.0,1791,6527,675,13080,0,12,219,-1,0,-374,0,847,0,UK
165,2021-01-04 10:30:00,22,10:30:00,39938,40939,36668.0,1850,6527,961,13080,0,13,207,-1,0,-387,0,850,0,UK
166,2021-01-04 11:00:00,23,11:00:00,40462,41573,37102.0,1880,6527,1070,13080,0,12,541,-1,0,-453,-45,931,0,UK
167,2021-01-04 11:30:00,24,11:30:00,40534,41638,37148.0,1909,6527,1130,13080,0,9,557,-1,0,-455,-39,933,0,UK
168,2021-01-04 12:00:00,25,12:00:00,40955,42083,37517.0,1929,6527,1060,13080,0,7,966,-1,0,-455,-65,940,0,UK
169,2021-01-04 12:30:00,26,12:30:00,41165,42291,37680.0,1949,6527,984,13080,0,8,983,-1,0,-454,-63,941,0,UK
170,2021-01-04 13:00:00,27,13:00:00,41667,42709,38174.0,1958,6527,849,13080,0,11,1235,-1,0,-430,0,974,0,UK
171,2021-01-04 13:30:00,28,13:30:00,41620,42684,38133.0,1967,6527,710,13080,0,10,1244,-1,0,-453,0,975,0,UK
172,2021-01-04 14:00:00,29,14:00:00,41736,42801,38308.0,1950,6527,534,13080,0,10,980,-1,0,-454,0,939,0,UK
173,2021-01-04 14:30:00,30,14:30:00,41655,42754,38222.0,1932,6527,365,13080,0,13,970,-1,0,-454,-31,938,0,UK
174,2021-01-04 15:00:00,31,15:00:00,41586,42810,38100.0,1886,6527,182,13080,0,15,715,-1,0,-454,-154,824,0,UK
175,2021-01-04 15:30:00,32,15:30:00,42051,43205,38569.0,1840,6527,38,13080,0,15,749,-2,0,-454,-83,820,0,UK
176,2021-01-04 16:00:00,33,16:00:00,43235,44338,39588.0,1807,6527,1,13080,0,18,1858,-1,0,-407,-77,932,0,UK
177,2021-01-04 16:30:00,34,16:30:00,44628,45533,40775.0,1773,6527,0,13080,0,10,1946,-1,0,-292,-2,936,0,UK
178,2021-01-04 17:00:00,35,17:00:00,45061,46062,41069.0,1758,6527,0,13080,0,9,2000,-2,1,-390,0,1017,0,UK
179,2021-01-04 17:30:00,36,17:30:00,44766,45782,40846.0,1742,6527,0,13080,0,9,2003,-1,0,-406,0,1020,0,UK
180,2021-01-04 18:00:00,37,18:00:00,44363,45290,40544.0,1734,6527,0,13080,0,9,1962,-1,0,-317,0,1020,0,UK
181,2021-01-04 18:30:00,38,18:30:00,43648,44652,39905.0,1725,6527,0,13080,0,12,1960,-2,1,-390,0,1020,0,UK
182,2021-01-04 19:00:00,39,19:00:00,42369,43490,38736.0,1689,6527,0,13080,0,17,2001,-1,0,-453,-50,1019,0,UK
183,2021-01-04 19:30:00,40,19:30:00,40912,42011,37412.0,1653,6527,0,13080,0,15,2002,-2,0,-453,-29,1020,0,UK
184,2021-01-04 20:00:00,41,20:00:00,38833,39935,35445.0,1605,6527,0,13080,0,15,2002,-1,0,-396,-90,981,0,UK
185,2021-01-04 20:30:00,42,20:30:00,37601,38603,34331.0,1556,6527,0,13080,0,14,2002,-2,0,-335,-51,980,0,UK
186,2021-01-04 21:00:00,43,21:00:00,36206,37223,33101.0,1512,6527,0,13080,0,14,2003,-2,0,-401,0,946,0,UK
187,2021-01-04 21:30:00,44,21:30:00,34427,35512,31482.0,1467,6527,0,13080,0,15,2000,-1,0,-428,-41,945,0,UK
188,2021-01-04 22:00:00,45,22:00:00,32509,33421,29692.0,1456,6527,0,13080,0,15,1586,-2,0,-294,-1,998,0,UK
189,2021-01-04 22:30:00,46,22:30:00,30762,31606,27980.0,1445,6527,0,13080,0,13,1569,-1,0,-230,0,999,0,UK
190,2021-01-04 23:00:00,47,23:00:00,29060,29938,26426.0,1440,6527,0,13080,0,11,1795,-1,0,-266,0,896,0,UK
191,2021-01-04 23:30:00,48,23:30:00,27652,28521,25152.0,1434,6527,0,13080,0,11,1804,-2,0,-256,0,892,0,UK
192,2021-01-05 00:00:00,1,0:00:00,27447,28330,24994.0,1442,6527,0,13080,0,8,1803,-1,1,-274,0,774,0,UK
193,2021-01-05 00:30:00,2,0:30:00,27781,28688,25337.0,1450,6527,0,13080,0,147,1804,-2,0,-158,0,770,0,UK
194,2021-01-05 01:00:00,3,1:00:00,27473,28457,25083.0,1439,6527,0,13080,0,226,1804,-1,1,-157,0,749,0,UK
195,2021-01-05 01:30:00,4,1:30:00,26854,28354,24500.0,1427,6527,0,13080,0,862,1804,-1,1,-37,0,748,0,UK
196,2021-01-05 02:00:00,5,2:00:00,26592,28491,24273.0,1433,6527,0,13080,0,1237,1804,-1,0,-61,0,783,0,UK
197,2021-01-05 02:30:00,6,2:30:00,26376,28274,24055.0,1439,6527,0,13080,0,1231,1803,-1,0,-66,0,784,0,UK
198,2021-01-05 03:00:00,7,3:00:00,26142,27929,23782.0,1418,6527,0,13080,0,1158,1804,-1,0,-28,0,797,0,UK
199,2021-01-05 03:30:00,8,3:30:00,25752,27583,23423.0,1397,6527,0,13080,0,1214,1804,-1,1,-16,0,798,0,UK
